Country,Product,URI,UPC,EAN,ISRC,Track name,Artist name,Composer name,Album name,Quantity,Label,Payable invoice,Invoice currency,Payable EUR,Payable USD
FR,TRIAL-6M,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,4,The Art of living,0.011106,EUR,0.011,0.013
AU,P,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,389,The Art Of Living,1.623187,EUR,1.623,1.910
MY,FAM6,spotify:track:1Ufl4pmNWdzixhWg6p6Hxm,644824510477,,INS641201244,Ghanashyam Murari,Amol Sende,N/A,Vasudevaya,11,The Art Of Living,0.008046,EUR,0.008,0.009
AU,TRIAL-3M,spotify:track:4NMhbrcRodBr0WUYtI9tdQ,630808420252,,USDCH1041491,Anhar Ka Ke Ghar Tu Sataiba Rat Bhar,"Khesari Lal Yadav, Honey B",N/A,Ek Saazish Jaal,1,Enterr10 Music Bhojpuri,0.001455,EUR,0.001,0.002
SG,FAM6,spotify:track:1ss14aSFgdzL93eXDcYuzU,710825994407,,USDCH1025834,Om Namoh Shivay,"Arijit Chakraborty, Partha Pratim Pal, Pabitra Das",Dalia Bhattacharya,Sublime Bhajans Vol - 3,2,Ariha Audio,0.003185,EUR,0.003,0.004
MY,FAM6,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,8,The Art Of Living,0.005852,EUR,0.006,0.007
PK,FAM6,spotify:track:72wMVpnbPxXgDs1Io8AsgU,644824516769,,USDCH1039993,Pyaar Meri Zindagi - Aryan Khan ft. Naseebo Lal,"Aryan Khan, Naseebo Lal",N/A,Pyar Meri Zindagi,7,Beyond Records,0.003922,EUR,0.004,0.005
BR,TRIAL-3M,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.000641,EUR,0.001,0.001
AU,FAM6,spotify:track:42EHrjFtoTjRtRLSBtT8CU,644824510484,,INS641201249,Radhe,Gayatri Ashokan,N/A,Vishuddhi,1,The Art Of Living,0.002069,EUR,0.002,0.002
NZ,FAM6,spotify:track:5iS5YsHyTBIC8EMUtzGtgD,644824510019,,USDCH1037151,Om Namo Bhagavate Vasudevaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.002322,EUR,0.002,0.003
GB,FAM6,spotify:track:0bUrIY1UfoaXNh64UVeFDO,700621799818,,USDCH1015251,Fulada Kere,Sheela Shethiya,N/A,Sathvaro Sacha Devno,2,Rajmudra Productions,0.006678,GBP,0.008,0.009
SG,FAM6,spotify:track:42EHrjFtoTjRtRLSBtT8CU,644824510484,,INS641201249,Radhe,Gayatri Ashokan,N/A,Vishuddhi,2,The Art Of Living,0.003185,EUR,0.003,0.004
AR,FAM6,spotify:track:2q77KfIRxNxlSUtY79JjXa,644824510019,,USDCH1037149,Navagraha Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,17,The Art Of Living,0.012145,EUR,0.012,0.014
CO,A,spotify:track:5MmJsIYUJVPST1mSSYuGk5,644824510248,,USDCH1037298,Narayana Suktam,Swami Purnachaitanya,N/A,Suktanjali,2,The Art of living,0.000285,EUR,0.000,0.000
CA,A,spotify:track:7mHt1oXSyFttqqqUEpRLJR,612292244118,,USDCH1032134,Ganesha Pancharatnam,Minakshi Majumdar,N/A,Sublime Bhajans Vol 7,2,Ariha Audio,0.004147,EUR,0.004,0.005
NO,PDS,spotify:track:0gU6uIADcIXHx2MdfXnMl3,644824516516,,USDCH1039862,Tere Naal - Zohaib Amjad,Zohaib Amjad,N/A,Tere Naal,5,Beyond Records,0.012459,EUR,0.012,0.015
IN,A,spotify:track:0f781AP2RwgTeK35mAPVy6,711099366846,,USDCH1020920,Shisha Ka Dil - Shayari,Aryan Gupta,N/A,Shishe Ka Dil,1,Kanha Music,0.000068,USD,0.000,0.000
PE,DUO,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,3,The Art Of Living,0.005816,EUR,0.006,0.007
US,FAM6,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,265,The Art Of Living,0.761199,USD,0.647,0.761
US,PDS,spotify:track:3EOBOMjKqm5wKfmXkX5pNX,612292244101,,USDCH1032132,Sri Ramachandra,Arijit Chakraborty,N/A,Sublime Bhajans Vol 6,6,Ariha Audio,0.013001,USD,0.011,0.013
SG,TRIAL-3M,spotify:track:1s8yTFmHbJr4VeniPd06jW,644824516417,,USDCH1039852,Beparwah,"Naseebo Lal, Aryan Khan, Billy",N/A,Beparwah,1,Beyond Records,0.001122,EUR,0.001,0.001
MX,FAM6,spotify:track:6Vm8aIqUG8Klk2IWJ1E1RK,644824510248,,USDCH1037293,Bhagya Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.000847,EUR,0.001,0.001
US,WINBACKMY21,spotify:track:1Guca4tDBb3iA4WgA9jhCW,630808420122,,USDCH1041447,Future Wife,Arbaz Khan,N/A,Future Wife,1,Beyond Records,0.003539,USD,0.003,0.004
CO,DUO,spotify:track:3CELdqkbFWYZURNOsyaASR,612292253448,,USDCH1036760,Aditya Hrudayam Stotram,Trisha Parui,N/A,Sublime Bhajans Vol - 9,1,Ariha Audio,0.001288,EUR,0.001,0.002
FR,A,spotify:track:4okyofYDEy9JSDD8WpCPoF,711099370058,,INS641200067,om namah shivaya,Gayatri Ashokan,N/A,Anahata,4,The Art of living,0.0015,EUR,0.002,0.002
CZ,FAM6,spotify:track:18n4OsNX37mGGZ2OJcDiTf,612292244118,,USDCH1032137,Madhurashtakam,Trisha Parui,N/A,Sublime Bhajans Vol 7,1,Ariha Audio,0.001521,EUR,0.002,0.002
IN,A,spotify:track:5VvbKRoGJqFaZ5KNYIoiOe,612292245689,,USDCH1032952,TOR MAST JAWANI,Tarun Yadav,N/A,Choli Ke Bataniya,1,Star Music,0.000068,USD,0.000,0.000
IN,A,spotify:track:2tiQtk6TvBCfXsFFwwBYhd,711099369632,,INS641200462,Om Namo Narayanaye,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,2,The Art Of Living,0.000137,USD,0.000,0.000
GR,FAM6,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,2,The Art Of Living,0.003379,EUR,0.003,0.004
RU,A,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,2,The Art Of Living,0.000061,EUR,0.000,0.000
CO,DUO,spotify:track:6eSFXIcX1Lwn3qTLFGsbnG,711099369632,,INS641201634,Gurudev,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.001288,EUR,0.001,0.002
BE,A,spotify:track:5WsGV6NS1vmFpx9XV30NOj,644824510330,,INS641200435,Narayana,Gayatri,N/A,Hari Hari Vitthale,1,The Art Of Living,0.000491,EUR,0.000,0.001
AE,A,spotify:track:6eSFXIcX1Lwn3qTLFGsbnG,711099369632,,INS641201634,Gurudev,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,2,The Art Of Living,0.000118,EUR,0.000,0.000
SG,FAM6,spotify:track:5TLEdZP9fRXfIVVIaoPPrb,711099368758,,INS641200508,Madhava Madhusudana,Srinivas,N/A,Achutam,3,The Art of living,0.004778,EUR,0.005,0.006
US,A,spotify:track:6DBQt83lPEV3EmjNq6S9Rw,644824510248,,USDCH1037294,Sri Suktam,Swami Purnachaitanya,N/A,Suktanjali,35,The Art of living,0.130371,USD,0.111,0.130
MX,P,spotify:track:5rzayvd6gBbvyGdC7qFqzI,711099369571,,INS641200450,Hari Sundara Nanda,Dr. Manikantam,N/A,Best Of Dr. Manikantam,1,The Art Of Living,0.00203,EUR,0.002,0.002
IN,FAM6,spotify:track:36sk1Z7IwVPphg9L0hFcEE,644824510248,,USDCH1037303,Shraddha Suktam,Swami Purnachaitanya,N/A,Suktanjali,21,The Art of living,0.011705,USD,0.010,0.012
CA,WINBACKMY21,spotify:track:3OsDw79DRds6gKA0P7A7Tr,612292243876,,USDCH1032010,HE KRISHNA GOPAL HARI,Nirmalya Roy,N/A,Transcendental,1,Ariha Audio,0.002526,EUR,0.003,0.003
IN,P,spotify:track:1Ufl4pmNWdzixhWg6p6Hxm,644824510477,,INS641201244,Ghanashyam Murari,Amol Sende,N/A,Vasudevaya,3,The Art Of Living,0.003352,USD,0.003,0.003
IN,PDLS12,spotify:track:3M6nxNh1mi2Mm6pbPLraKM,644824510019,,USDCH1037152,Om Namo Narayanaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,38,The Art Of Living,0.035214,USD,0.030,0.035
MY,A,spotify:track:6hdwT1ervIITLxDILMkBUI,711099369632,,INS641200259,Shambho,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.000093,EUR,0.000,0.000
IN,P,spotify:track:7nhruba4fm49yMszdvluzk,644824517261,,USDCH1040333,Makhna,"Waqas Ali, Shazia Manzoor, Aryan Khan",N/A,Makhna,7,Beyond Records,0.007822,USD,0.007,0.008
GB,A,spotify:track:1E4nMwhsQbCB96N7m4Gc2X,612292244118,,USDCH1032136,Hare Krishna Hare Rama,Arijit Chakraborty,N/A,Sublime Bhajans Vol 7,20,Ariha Audio,0.032019,GBP,0.038,0.044
CA,DUO,spotify:track:6TBppgs8MJFxP48YF8vETM,711099369632,,INS641200264,Rama Ho,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.002969,EUR,0.003,0.003
CA,A,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,95,The Art of living,0.196977,EUR,0.197,0.232
NO,P,spotify:track:5YrmNa8Ifdhxa6jhvAJg30,711099360974,,USDCH1016737,Jaane Khuda,Zohaib Amjad,N/A,Jaane Khuda,9,Beyond Records,0.058016,EUR,0.058,0.068
UY,A,spotify:track:5Pzff8F7DT9AwK1loEgVbX,644824510248,,USDCH1037296,Durga Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.000103,USD,0.000,0.000
SE,P,spotify:track:5rzayvd6gBbvyGdC7qFqzI,711099369571,,INS641200450,Hari Sundara Nanda,Dr. Manikantam,N/A,Best Of Dr. Manikantam,1,The Art Of Living,0.005917,EUR,0.006,0.007
AU,FAM6,spotify:track:1pXuArZHt8WSIrefyfSxW1,644824510330,,INS641200438,Govind Govind Gopal - Govind Bolo Dhun,Sachin Limaye,N/A,Hari Hari Vitthale,1,The Art Of Living,0.002069,EUR,0.002,0.002
CA,TRIAL-3M,spotify:track:3vNXe4zdmp1qF4To4e4THC,711099369571,,INS641200598,Krishnam Vande,Dr. Manikantam,N/A,Best Of Dr. Manikantam,2,The Art Of Living,0.002864,EUR,0.003,0.003
MY,A,spotify:track:1jWOpw7Zm7PzYzU0Jg0TPN,630808420481,,USDCH1041632,O Bewafa Kyu,Bharat Bhojpuriya,N/A,Bewafai Hits 18,1,Sai Recordds Entertainment,0.000093,EUR,0.000,0.000
IN,A,spotify:track:14YwttLC2FmycW1cHCv7W9,644824516509,,USDCH1039861,Sawa Lakh,"Tariq Khan, Fly High",N/A,Sawa Lakh,8,Beyond Records,0.000547,USD,0.000,0.001
AE,A,spotify:track:72wMVpnbPxXgDs1Io8AsgU,644824516769,,USDCH1039993,Pyaar Meri Zindagi - Aryan Khan ft. Naseebo Lal,"Aryan Khan, Naseebo Lal",N/A,Pyar Meri Zindagi,2,Beyond Records,0.000118,EUR,0.000,0.000
IN,A,spotify:track:4MoLcaHqKqXnbOiY9zPKBU,710825995039,,USDCH1025925,Jiyra Uda Ke Jaalu Goriya,"Udit Narayan, Khushboo Jain",N/A,Bhail Tohra Se Pyaar,1,Enterr10 Music Bhojpuri,0.000068,USD,0.000,0.000
IN,A,spotify:track:25uB8Ep129ngcIx0dG8oEJ,610840011748,,USDCH1044649,Shiv Mantra Pushpanjali (Samb Sadashiv) - Original,Prem Prakash Dubey,N/A,Mahadev Shiv Om,1,Tathastu India,0.000068,USD,0.000,0.000
PY,A,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.000024,USD,0.000,0.000
US,2MTRIAL,spotify:track:2T3OrvRpn6lRolszwaLzWX,612292246655,,USDCH1033647,Hanuman Sahasranaam,Minakshi Mazumdar,N/A,Sublime Bhajans Vol - 8,5,Ariha Audio,0,USD,0.000,0.000
AU,FAM6,spotify:track:29zvQKgYS3bfPMmTNTbVeu,711099368321,,INS641200380,Narayana,Sachin Limaye,N/A,Best Of Sachin Limaye,1,The Art Of Living,0.002069,EUR,0.002,0.002
GB,P,spotify:track:6PVceNxDCQUlanzH1f1vgm,612292243876,,USDCH1032017,SRI KRISHNA GOVINDA OM NAMOH VASUDEVAYA,Trisha Parui,N/A,Transcendental,2,Ariha Audio,0.011357,GBP,0.013,0.016
NZ,A,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,37,The Art Of Living,0.018715,EUR,0.019,0.022
ZA,A,spotify:track:2h74VRHlXdDWZ7wANk9WI3,711099369632,,INS641200270,Buddham Sharanam Gacchami,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.000206,EUR,0.000,0.000
SA,A,spotify:track:29zvQKgYS3bfPMmTNTbVeu,711099368321,,INS641200380,Narayana,Sachin Limaye,N/A,Best Of Sachin Limaye,1,The Art Of Living,0.000066,EUR,0.000,0.000
PH,FAM6,spotify:track:0NQSIWkp0LS2gTIwTId9Hb,710825994445,,USDCH1025861,Meditation for Money Clearing your Root Chakra,Sourabh Kumar,N/A,Mindful Meditation,1,Ariha Audio,0.000524,EUR,0.001,0.001
VN,A,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.000109,EUR,0.000,0.000
AR,A,spotify:track:2AHpvnMUFvItPsHz9MAT45,612292244132,,USDCH1032146,Solar Plexus Meditation 320 Hz,Sourabh Kumar,N/A,Meditation for soul,2,Ariha Audio,0.000145,EUR,0.000,0.000
BR,A,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,11,The Art Of Living,0.001608,EUR,0.002,0.002
IN,A,spotify:track:6mmxFlHSUVgfkMTcwN7RyH,612292241094,,USDCH1032116,Bhail Man Jogiya,Alok Kumar,N/A,Mehandi Lagake Rakhna 2,38,Enterr10 Music Bhojpuri,0.002598,USD,0.002,0.003
RU,TRIAL-3M,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,2,The Art Of Living,0.000789,EUR,0.001,0.001
CH,FAM6,spotify:track:3CwLckf4IRNoXIH3cve0sm,889845948018,,GBLLT1921586,Wake Up,"Dopeadelicz, DJ Uri, Captain Fuse",N/A,MapulZ,4,Most Wanted Records - A division of Sippy Media LLP,0.013525,EUR,0.014,0.016
ID,PDIB,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.000741,EUR,0.001,0.001
AE,P,spotify:track:5GCTfeT5SDBcgiKn8Fo2bQ,644824516752,,USDCH1039992,Bewafai - Zohaib Amjad ft. Dr Zeus,"Zohaib Amjad, Dr Zeus",N/A,Bewafai (Zohaib Amjad),1,Beyond Records,0.003077,EUR,0.003,0.004
SG,P,spotify:track:1WLoTxhaLfyV6iUiCKhQG5,644824516493,,USDCH1039860,Roya Karenga,"Sheraki, Naseebo Lal",N/A,Roya Karenga,2,Beyond Records,0.00724,EUR,0.007,0.009
AU,P,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,30,The Art Of Living,0.125182,EUR,0.125,0.147
GB,TRIAL-3M,spotify:track:72wMVpnbPxXgDs1Io8AsgU,644824516769,,USDCH1039993,Pyaar Meri Zindagi - Aryan Khan ft. Naseebo Lal,"Aryan Khan, Naseebo Lal",N/A,Pyar Meri Zindagi,10,Beyond Records,0.019998,GBP,0.023,0.028
MY,P,spotify:track:2nzdKqDcYioVEczdQ4nKBe,630808420306,,USDCH1041530,Rani Koin Khani Badu Tu Ta Patar Na,"Pradeep Pandey Chintu, Priyanka Singh",N/A,Laila Majnu,1,Enterr10 Music Bhojpuri,0.002052,EUR,0.002,0.002
RO,P,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0.002643,EUR,0.003,0.003
EE,P,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0.003482,EUR,0.003,0.004
AE,A,spotify:track:6TBppgs8MJFxP48YF8vETM,711099369632,,INS641200264,Rama Ho,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.000059,EUR,0.000,0.000
IN,PDS,spotify:track:0gU6uIADcIXHx2MdfXnMl3,644824516516,,USDCH1039862,Tere Naal - Zohaib Amjad,Zohaib Amjad,N/A,Tere Naal,5,Beyond Records,0.002437,USD,0.002,0.002
AU,A,spotify:track:4NMhbrcRodBr0WUYtI9tdQ,630808420252,,USDCH1041491,Anhar Ka Ke Ghar Tu Sataiba Rat Bhar,"Khesari Lal Yadav, Honey B",N/A,Ek Saazish Jaal,2,Enterr10 Music Bhojpuri,0.003224,EUR,0.003,0.004
MY,FAMIB,spotify:track:39sMHhI0SCONpnlFdhVd3k,711099368321,,INS641200383,Rama Krishna Hari,Sachin Limaye,N/A,Best Of Sachin Limaye,1,The Art Of Living,0.002448,EUR,0.002,0.003
BA,A,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.000015,EUR,0.000,0.000
GB,P,spotify:track:4hLI0GPzjk8jfgbIiQ7B40,644824510477,,INS641201240,Ishwar Guru,Amol Sende,N/A,Vasudevaya,1,The Art Of Living,0.005678,GBP,0.007,0.008
IN,A,spotify:track:5fNl7mTt5LK830Mhl225WH,700621799948,,USDCH1015667,Arihant Vandnavali,Sheela Shethiya,N/A,Jain Stotra Sangrah,6,Rajmudra Productions,0.00041,USD,0.000,0.000
RU,TRIAL-6M,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,44,The Art Of Living,0.026823,EUR,0.027,0.032
US,FAM6,spotify:track:2mtspMRwappDVoD15pSeyU,612292245856,,USDCH1033064,Third Eye Chakra,Sourabh Kumar,N/A,Healing Meditation with Frequency,21,Ariha Audio,0.060321,USD,0.051,0.060
TR,TRIAL-3M,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0.000282,EUR,0.000,0.000
IN,PDLS12,spotify:track:7d3zZ29vzoKrXFAkLbFoSs,711099369281,,INS641200663,Mere Sahib,Chitra Roy,N/A,Best Of Chitra Roy,3,The Art Of Living,0.00278,USD,0.002,0.003
DK,FAM6,spotify:track:4KFZ45v4iUZPXCpXyj7Z27,612292253271,,USDCH1036467,Diamond Ring,"Abrar-Ul-Haq, Arbaz Khan",Arbaz Khan,Diamond Ring,3,Beyond Records,0.009988,EUR,0.010,0.012
ZA,A,spotify:track:3dbB0wQ0xLkWbtrSqmt19L,612292253448,,USDCH1036764,Hanuman Chalisa,Gourab Shome,N/A,Sublime Bhajans Vol - 9,2,Ariha Audio,0.000412,EUR,0.000,0.000
MX,WINBACKMY21,spotify:track:5Pzff8F7DT9AwK1loEgVbX,644824510248,,USDCH1037296,Durga Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.001094,EUR,0.001,0.001
AE,FAM6,spotify:track:5TLEdZP9fRXfIVVIaoPPrb,711099368758,,INS641200508,Madhava Madhusudana,Srinivas,N/A,Achutam,2,The Art of living,0.003241,EUR,0.003,0.004
IN,A,spotify:track:1x48c80MymF6Xe4zPJGq52,644824510477,,INS641201235,Mor Mukut,Amol Sende,N/A,Vasudevaya,54,The Art Of Living,0.003692,USD,0.003,0.004
DE,PDS,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,1,Ariha Audio,0.002106,EUR,0.002,0.002
AE,A,spotify:track:3joWAP1AaHTzUUkk96TE2H,711099369632,,INS641200719,Om Namo Narayana,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,4,The Art Of Living,0.000237,EUR,0.000,0.000
CA,A,spotify:track:4zUsdc5ORTEJknvAdJwLlH,630808420283,,USDCH1041684,Laga Ke Vaseline,"Khesari Lal Yadav, Priyanka Singh",N/A,Mehandi Laga Ke Rakhna 3,2,Enterr10 Music Bhojpuri,0.004147,EUR,0.004,0.005
NL,PDS,spotify:track:0JydLl2Nyp6dZzoLQcT8kZ,711099369281,,INS641201222,Shiva Om Shiva,Chitra Roy,N/A,Best Of Chitra Roy,3,The Art Of Living,0.005874,EUR,0.006,0.007
ES,A,spotify:track:3MyGY0nMckZGa5gDlh1dKR,700621800842,,INC291300396,Realize,Underground Authority,N/A,You Authority,1,Crescendo Music,0.000214,EUR,0.000,0.000
IE,P,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,6,The Art of living,0.038022,EUR,0.038,0.045
IN,A,spotify:track:4bfWf2FXBaZFKI8LOYBNqz,711099367935,,USDCH1021634,Jo Bhi Kahana Hai Muskura Ke Kaho,Radha Kishun,N/A,Dandai Dugola Mukabala Vol 1,3,MR Series,0.000205,USD,0.000,0.000
QA,A,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,2,Ariha Audio,0.000017,USD,0.000,0.000
IN,A,spotify:track:6vVDXzloxPh5i6LllhvEE6,711099362503,,USDCH1500001,Neray Aah,Mathira,N/A,Neray Aah,12,Beyond Records,0.00082,USD,0.001,0.001
ID,P,spotify:track:0ko5Wca04RwePJPjBkczHV,711099370058,,INS641200061,balagopala,Gayatri Ashokan,N/A,Anahata,1,The Art of living,0.001538,EUR,0.002,0.002
BR,A,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,169,The Art Of Living,0.024701,EUR,0.025,0.029
CL,FAM6,spotify:track:1wTQidl7thEpudT7YBh2Gl,612292245856,,USDCH1033060,Solar Plexus Chakra,Sourabh Kumar,N/A,Healing Meditation with Frequency,1,Ariha Audio,0.000969,EUR,0.001,0.001
GB,DUO,spotify:track:3qaeBvRVUGm0Nph4MNHY5R,700621799948,,USDCH1015665,Ratnakar Pachisi,Sheela Shethiya,N/A,Jain Stotra Sangrah,14,Rajmudra Productions,0.069288,GBP,0.081,0.096
NL,FAM6,spotify:track:0ZeXLIV7HqEhqG1t5GSlG2,610840011748,,USDCH1044646,Kaise Tujhe Manaun - Original,Jaswant Singh,N/A,Mahadev Shiv Om,1,Tathastu India,0.002558,EUR,0.003,0.003
AE,A,spotify:track:2FR9sRndvI2raZ07duGEaH,644824510248,,USDCH1037302,Samnyasa Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.000059,EUR,0.000,0.000
IT,DUO,spotify:track:18n4OsNX37mGGZ2OJcDiTf,612292244118,,USDCH1032137,Madhurashtakam,Trisha Parui,N/A,Sublime Bhajans Vol 7,2,Ariha Audio,0.008693,EUR,0.009,0.010
IE,A,spotify:track:2VdSu3Mbye5Lgg1Z5QpG0n,709586781524,,USDCH1024447,Aarti Kunj Bihari Ki,Trisha Parui,N/A,Sublime Bhajans Vol - 2,1,Ariha Audio,0.000973,EUR,0.001,0.001
AE,FAM6,spotify:track:3e0daWq4Pp1kzpjzK5M17K,612292243876,,USDCH1032015,SARVA MANGAL MANGALYA,Minakshi Majumdar,N/A,Transcendental,1,Ariha Audio,0.001621,EUR,0.002,0.002
NL,FAM6,spotify:track:3M6nxNh1mi2Mm6pbPLraKM,644824510019,,USDCH1037152,Om Namo Narayanaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,3,The Art Of Living,0.007675,EUR,0.008,0.009
RU,P,spotify:track:1vtAVdmW4VvaFu8WWIUhTd,711099370171,,INS641201211,Parameshwaraya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0.0009,EUR,0.001,0.001
SG,PDIB,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.003257,EUR,0.003,0.004
NZ,PDIB,spotify:track:1FiHjI8sMdpVMF3fk3kxYn,644824510248,,USDCH1037297,Purusha Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.004915,EUR,0.005,0.006
IN,A,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,368,The Art Of Living,0.025162,USD,0.021,0.025
PH,DUO,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,13,The Art Of Living,0.013487,EUR,0.013,0.016
HK,FAM6,spotify:track:2FfOLylDItU78meqKAHqja,711099369571,,INS641200575,Guru Om Guru,Dr. Manikantam,N/A,Best Of Dr. Manikantam,2,The Art Of Living,0.003715,EUR,0.004,0.004
RU,P,spotify:track:3FdbCFDPC1aM1NMVXfotOJ,709586781524,,USDCH1024450,Sarvesham Svastir Bhavatu,Minakshi Majumdar,N/A,Sublime Bhajans Vol - 2,1,Ariha Audio,0.0009,EUR,0.001,0.001
AT,A,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,5,The Art Of Living,0.001962,EUR,0.002,0.002
