claim_id,claim_status,claim_status_detail,claim_origin,claim_type,asset_id,video_id,uploader,channel_id,channel_display_name,video_title,views,matching_duration,longest_match,content_type,reference_video_id,reference_id,claim_policy_id,asset_policy_id,claim_policy_monetize,claim_policy_track,claim_policy_block,asset_policy_monetize,asset_policy_track,asset_policy_block,claim_created_date,video_upload_date,custom_id,video_duration_sec,asset_title,asset_labels,tms,director,studio,season,episode_number,episode_title,release_date,hfa_song_code,isrc,grid,artist,album,record_label,upc,iswc,writers
Pw-EHexqip8,ACTIVE,,AUDIO_MATCH,AUDIO,A547042604955062,_o6wrrtaYXE,,UCk_79WhwKtTslB9d2vne4Ag,Sunil Kumar,"March 13, 2020",0,15,15,UGC,,NhjzC1pEXpQ,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,12/03/2020,12/03/2020,USDCH1032212,16,Tumhe Dil Se Full Song,NHS,,,,,,,,,USDCH1032212,,"Anuradha Paudwal, Mohammed Aziz",Doodh ka Karz,NH Studioz,6.12292E+11,,
ko0dm9o6Gww,ACTIVE,,AUDIO_MATCH,AUDIO,A651704733003095,p3_zigZkTxY,,UCd9AwX3gQ_kRwN4hE0JLilw,Sujay BISWAS,14-Apr-20,1,13,13,UGC,,wifMtsSXZEY,,S230821660797138,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,EXCLUDE US,,,14/04/2020,14/04/2020,USDCH1026569,18,Ogo Piyo Ogo Piyo,PKG,,,,,,,,,USDCH1026569,,Jasoda Sarkar,Janam Dukhini Ma,Sonali Films,7.10826E+11,,
jO9TA0Ipf2Y,ACTIVE,,AUDIO_MATCH,AUDIO,A576331857321235,KbXQkHAqpP8,,UCuf-AZw7uH_VWigxx5i0r_A,Arjun Chaurasiya,Ssss(5),2,43,16,UGC,,LYi-1sn7OIY,,S230821660797138,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,EXCLUDE US,,,07/04/2020,07/04/2020,INV581705947,16,Dil Laage Na Ab,YFPL,,,,,,,,,INV581705947,,"Khesari Lal Yadav, Kajal Raghwani",Deewanapan,Yashi Films,1.91766E+11,,
xQ3nojD5qaM,ACTIVE,,SHORTS_IN_PRODUCT,AUDIO,A754107787645060,wZYgaiSR2OQ,,UCSddnnGxBMnj6bMk2ijNcAw,Kajal Pandey,16-Apr-21,2,15,15,UGC,,c4Ak08m7utE,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,16/04/2021,16/04/2021,INT502012314,16,Chatak Matak,TNDMBKT,,,,,,,,,INT502012314,,"Renuka Panwar, Sapna Choudhary",Chatak Matak,Vats Records,5.05955E+12,,
kuWsXgGUzH8,INACTIVE,STATUS_DETAIL_CLOSED_MANUALLY,AUDIO_MATCH,AUDIO,A654546652892352,iUSIHZHlrEc,,UCGDo_Soul3HLyx2Cmrh2LFQ,BITANIYA MUSIC Bhojpuri,#Rahul Sharma 2020 का सबसे पहला छठ गीत विडियो | बारेली हो दियरी देल ढ़ार ढ़ार | Full HD video,118,163,163,UGC,,uylVKHmqVbo,,S204850272788157,,,,,,,09/11/2020,09/11/2020,INT502009089,174,Aaweli Mandiriya Me Baar Baar,TNDM,,,,,,,20201013,,INS931817579|INT502009089|INC562010567,,Pramod Premi Yadav,Aaweli Mandiriya Me Baar Baar,Pramod Premi Entertainment,5.05955E+12,,
1NkNa6hzNnY,ACTIVE,,AUDIO_MATCH,AUDIO,A969939321788288,,,,,,,42,41,UGC,,NgJxb0clXFs,,S230821660797138,,,,EXCLUDE US,,,03/06/2017,,USDCH1022644,,Bara Bara A Chhoti Maiya Rani Ke Jyoti,CC_EXCLUSION_DISTRIBUTOR_ONLY|TAH,,,,,,,,,USDCH1022644,,"Munnu Lal Yadav, Babita Sagar",Bara Bara A Chhoti Devi Maai Ke Jyoti,Albela Music,7.09587E+11,,
hZkCixpfXIU,ACTIVE,,AUDIO_MATCH,AUDIO,A610182941702305,NYA4qRFpGkg,,UCWV0lDHIHAB2BFW0rp2C5Ow,Bajrangi Rav,12-Nov-20,0,59,59,UGC,,EVbaAJeee6E,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,12/11/2020,12/11/2020,INS3K1800006,60,Namaste Sada Vatsale Matrubhoomi,SSAN,,,,,,,20190209,,INS3K1800006,,Harmaan Nazim K. Ali,Bhagwa,Ssan Media & Entertainment,6.44825E+11,,
HO1cGwBoufQ,ACTIVE,,SHORTS_IN_PRODUCT,AUDIO,A450579524351227,zp0TaPPhcnY,,UCvFJKzbBDtNpm_go0sqli4g,Annu Kumar,"April 13, 2021",0,31,15,UGC,,imZElag4n7A,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,13/04/2021,13/04/2021,INV772001001,16,52 Gajh Ka Daman,VCOI,,,,,,,20201002,,INV772001001,,"Renuka Panwar, MJ",52 Gajh Ka Daman,Desi Records,6.30808E+11,,
wbOOPqUzUqA,ACTIVE,,VIDEO_MATCH,AUDIOVISUAL,A302914578738680,6adNY1lBLPQ,,UCB4tFXBjmTduQGvL34cPA7Q,Sigar Ranjan Raj Kumar,Bhojpuri gana suprhit Albela Ashok,158,211,211,UGC,4IJ25sWg02M,hiJIoroXIoQ,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,28/12/2018,28/12/2018,4IJ25sWg02M,212,#Aarkesta Star Alwela Ashok का सबसे खतरनाक भोजपुरी वीडियो || Kahawa Ke Aata Khake Atana Motaile Re,VMPL,,,,,,,,,,,,,,,,
YM7hEVXLd8g,ACTIVE,,AUDIO_MATCH,AUDIO,A840067960367568,,,,,,,325,325,UGC,,G9x6_NUoyvY,,S204850272788157,,,,,,,04/10/2019,,INV581703852,,Goli Chalayeb Othalali Par,TFB,,,,,,,,,INV581703852,,"Priya Mishra, krishna chaurasia",Chulhi Me Ke Lawana,Team Film,1.91766E+11,,
Pf461ZlFptw,ACTIVE,,AUDIO_MATCH,AUDIO,A451635716402897,xnD8Qdp4B4M,,UCKuWIe0RXT8Khm-NXLOCmxg,Mandhar Lakra,Dheere Dheere Aap Mere Dil Ke Mehman Ho Gaye,12,28,29,UGC,,fAk92m0vEKU,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,25/03/2021,25/03/2021,USDCH1032199,30,Dheere Dheere Aap Mere Full Song,NHS,,,,,,,,,USDCH1032199,,"Sadhna Sargam,Udit Narayan",Baazi,NH Studioz,6.12292E+11,,
JKLp8i0jkyU,INACTIVE,STATUS_DETAIL_CLOSED_MANUALLY,AUDIO_MATCH,AUDIO,A275475383231838,RB0P-P2HRV4,,UCVQbnifU2b__edeQA4RuRhA,Badal Mamu Raj,"August 31, 2020",2,162,141,UGC,,TpugLtC5Q6k,,S204850272788157,,,,,,,31/08/2020,31/08/2020,INT502006173,261,Yaar Tohar Duya Deta,TNDM,,,,,,,20170515,,INS931817558|INT502006173|INC562010583,,Pramod Premi Yadav,Yaar Tohar Duya Deta,Pramod Premi Entertainment,3.61641E+12,,
z3tR9fCsDL0,ACTIVE,,AUDIO_MATCH,AUDIO,A233263207657838,ZWJsiM2rHS8,,UC5Cptll6xfk-McRCnSKu5Fw,Om prakash singh bhojpuri actor,ओम प्रकाश सिंह ने अपनी मां के के लिए गया गीत य मायारिया,60,151,95,UGC,,KRecp4b-sAY,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,29/11/2018,29/11/2018,USDCH1018432,371,Le Aa Da Saiya Lahanga,TAH,,,,,,,,,USDCH1018432,,"Guddu S, Amrita Dixit",Laga Ke Machhardani Rajau,Kundan Films,7.11099E+11,,
9C2S3algVS8,ACTIVE,,AUDIO_MATCH,AUDIO,A877835097548214,3ZTiNKrFaJ4,,UC3yuiCAM9-2a7PEkIYfvv3w,aka saha,My tik tok video,21,15,15,UGC,,mJGJgR1nTiM,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,05/10/2020,05/10/2020,USDCH1028643,133,Mouna Chalak-Chalak,YASH,,,,,,,,,USDCH1028643,,Subhash Kumar,O Soujana,Shiva Music,6.12292E+11,,
CxR8kt5CTWE,ACTIVE,,AUDIO_MATCH,AUDIO,A447369620986182,jTdrwxulO2g,,UCiz-Gusz4eZHGLm-7AnnMXw,Mahto Status Bagodar,raj bhai funny video,20,19,10,UGC,,TOuui29gzmk,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,29/06/2020,29/06/2020,USDCH1041460,240,Sabse Juda Sabse Alag Meri Wali Hai,DCMPL,,,,,,,,,USDCH1041460,,Keshaw Kesariya,Pyar Kiya Hai Nibhana Padega,All New Dj Hits,6.30808E+11,,
6acc51XdoLc,ACTIVE,,AUDIO_MATCH,AUDIO,A360963466473908,cgi_G-8jjco,,UCcw7tOq46yEeR0E2uBw2ghQ,sonukumarraj raviku,"December 22, 2020",2,226,225,UGC,,uJLmF0lGyK0,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,22/12/2020,22/12/2020,INV582031470,250,Lagawle Raha Ae Rajau Jagawle Raha Ae Rajau,TFB,,,,,,,20200701,,INV582031470,,Rajan Rasila,Lagawle Raha Ae Rajau Jagawle Raha Ae Rajau,Team Films,1.91766E+11,,
tcK75T3ig2g,ACTIVE,,AUDIO_MATCH,AUDIO,A576331857321235,vGY9zUhd_WM,,UCnzzafONaG2YbCn0n2M0rVg,Sushil kiran Account,Sushil Kiran Raipur banaa bajar,40,15,15,UGC,,LYi-1sn7OIY,,S230821660797138,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,EXCLUDE US,,,07/08/2020,07/08/2020,INV581705947,103,Dil Laage Na Ab,YFPL,,,,,,,,,INV581705947,,"Khesari Lal Yadav, Kajal Raghwani",Deewanapan,Yashi Films,1.91766E+11,,
YUQ2G2TTMCI,ACTIVE,,AUDIO_MATCH,AUDIO,A553491422951018,cOlWJszIi20,kundan559,UCxpBB04QYmYyznKYD-fjNWA,kundan559,14122008031.mp4,3,167,150,UGC,,Nx1hTNelSHg,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,20/08/2018,14/12/2008,USDCH1032394,280,Aankh Se Chhalka Aansu,NHS,,,,,,,,,USDCH1032394,,Alka Yagnik,Budkaar,NH Studioz,6.12292E+11,,
zimVjjSQg6o,ACTIVE,,SHORTS_IN_PRODUCT,AUDIO,A450579524351227,YDSYIVPRGSw,,UCpG86xRRAFoZQabxB9zPlQQ,SSJ Funny,#shorts skeleton dance video 💃🕺🤸 #shorts,29,25,13,UGC,,imZElag4n7A,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,09/03/2021,09/03/2021,INV772001001,13,52 Gajh Ka Daman,VCOI,,,,,,,20201002,,INV772001001,,"Renuka Panwar, MJ",52 Gajh Ka Daman,Desi Records,6.30808E+11,,
