claim_id,claim_status,claim_status_detail,claim_origin,claim_type,asset_id,video_id,uploader,channel_id,channel_display_name,video_title,views,matching_duration,longest_match,content_type,reference_video_id,reference_id,claim_policy_id,asset_policy_id,claim_policy_monetize,claim_policy_track,claim_policy_block,asset_policy_monetize,asset_policy_track,asset_policy_block,claim_created_date,video_upload_date,custom_id,video_duration_sec,asset_title,asset_labels,tms,director,studio,season,episode_number,episode_title,release_date,hfa_song_code,isrc,grid,artist,album,record_label,upc,iswc,writers
Ugz39jfkLz8,ACTIVE,,VIDEO_MATCH,AUDIOVISUAL,A610845421053054,QX9Pm4lFljw,,UC9-dUMQwHuXzRAmJBQxBc6Q,Mr Naimul,Mr Naimul Khan,4,292,292,UGC,X-DPOZ4GtbM,HJM6AHPwAzE,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,17/01/2021,17/01/2021,X-DPOZ4GtbM,292,TU HASKE BOLELU YE JAAN ||  तु हँसके बोलेलू ए जान,DCMPL,,,,,,,,,,,,,,,,
kL51OpQvzOk,ACTIVE,,AUDIO_MATCH,AUDIO,A450579524351227,,,,,,,148,131,UGC,,imZElag4n7A,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,20/03/2021,,INV772001001,,52 Gajh Ka Daman,VCOI,,,,,,,20201002,,INV772001001,,"Renuka Panwar, MJ",52 Gajh Ka Daman,Desi Records,6.30808E+11,,
mP9u7sLs4Ws,ACTIVE,,AUDIO_MATCH,AUDIO,A345453027721601,hxzlnmOYctk,,UCgBhHamKkQE8hRejYdXmoMw,Salman Saihke,jeevan,1,30,30,UGC,,uen6QsX9Co0,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,14/12/2019,14/12/2019,INV581840146,30,Hum Na Chhodenge Baba,SAVPL,,,,,,,,,INV581840146,,Chand Nizami Brothers,Hum Na Chhodenge Baba Tajuddin Ka Ghar,Shree Cassettes,1.91766E+11,,
Aw3JOtLHt3I,ACTIVE,,AUDIO_MATCH,AUDIO,A815869769036438,daVRN-3NeQE,,UCzmy1e0UkjKi4fT1lvJYe5g,,2020_Hear_Likee_video সুধু মাত্র আপনাদের জন্য🙂🙂,3,15,15,UGC,,McDEaGJTu0Y,,S230821660797138,,,EXCLUDE,EXCLUDE US,,,13/06/2020,13/06/2020,USDCH1028173,461,Kouchhi Umere,YASH,,,,,,,,,USDCH1028173,,Kanika Karmakar,Kouchhi Umere,Shiva Music,6.12292E+11,,
VBu2kFrExow,ACTIVE,,AUDIO_MATCH,AUDIO,A919887136173701,MNSquRFOlGo,,UCLOvN3jVtGGiN1j5eAt1B-A,Warish Sayar Mewati,बाॅडी में फोन राखे ‌छोरी फुल गन्दा मेवाती सोंग। यूट्यूब चैनल वारिस शायर। Superhit New Mewati song .,90,33,32,UGC,,RY0K3-ezXXY,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,10/10/2020,10/10/2020,INV581804595,951,Marad Abhi Baccha Ba,YFPL,,,,,,,,,INV581804595|QMFMF1901530,,"Khesari Lal Yadav, Priyanka Singh",Dulhin Ganga Paar Ke,Yashi Films,1.91766E+11,,
1TAixV6kd1w,ACTIVE,,AUDIO_MATCH,AUDIO,A854112799324682,P5SxxS7bTV8,,UCwR1j5fgULIbZ9eoePF_t8Q,Girish Tekade,Tera Nasha - The Bliz and Kashif | Lyrical Choreography,14,119,84,UGC,,rURSsRNDUec,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,31/03/2021,31/03/2021,USDCH1041752,84,Tera Nasha,BIL|CC_EXCLUSION_DISTRIBUTOR_ONLY,,,,,,,,,USDCH1041752|TCACF1534824,,The Bilz & Kashif,Breaking Barriers,Bilz Music,6.30808E+11,,
kAbQgFbhUPs,ACTIVE,,AUDIO_MATCH,AUDIO,A343339680544367,6HacXKllw28,,UCrb21fTJMVqOxnybh6nGTNg,New kajal Arkestra,New arkestra 2019(2),5,61,61,UGC,,IB99MMNlcfQ,,S230821660797138,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,EXCLUDE US,,,26/02/2020,21/11/2019,INV581928705,77,Hamare Pati Dev Ji,YFPL,,,,,,,,,INV581928705|QMFME1988417,,"Indu Sonali, Nilkamal Singh",Vinashak,Yashi Films,1.91766E+11,,
dQNXhPGEZFM,ACTIVE,,AUDIO_MATCH,AUDIO,A708794523914433,qWhxL0UA9Aw,,UC1x_GMWnjYzhHRmKNUo7QDQ,,love#status#❤,36,24,13,UGC,,mtIM4yjP2bM,,S230821660797138,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,EXCLUDE US,,,25/09/2020,,USDCH1021716,14,Achyutam Keshavam,MMARIHA,,,,,,,,,USDCH1021716,,Madhuraa Bhattacharya,Sublime Bhajans,Ariha Audio,7.11099E+11,,
1uDWxM1eo8A,ACTIVE,,AUDIO_MATCH,AUDIO,A260197287359149,rgdDCciBU0s,,UC1-t21ENQvVXeJUyGU_ozZw,Vikram singh kanpur wale,"February 2, 2021 विक्रम सिंह कानपुर वाले",22,473,94,UGC,,u652DKbxVTA,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,01/02/2021,01/02/2021,INV582005515,181,151 Chaupai Mein Sampurna Ramayan,SAVPL,,,,,,,20200806,,INV582005515,,Prem Prakash Dubey,151 Chaupai Mein Sampurna Ramayan,Shubham,1.91766E+11,,
B4OpjRUszbE,ACTIVE,,AUDIO_MATCH,AUDIO,A754627289988424,PMMMuOrq6Ms,,UCazemUl50toePon000YeomA,himanshu kumar ghazipur,nice video,10,157,157,UGC,,Vut8TZ9VFJs,,S230821660797138,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,EXCLUDE US,,,22/03/2018,22/03/2018,USDCH1025890,159,Chamkelu Seesha Jaisan,ENT10,,,,,,,,,USDCH1025890,,Pawan Singh,Saiyaan Superstar,Enterr10 Music Bhojpuri,7.10826E+11,,
ew7VGTYPEmI,ACTIVE,,AUDIO_MATCH,AUDIO,A707396874743029,n6LnXd66phs,,UCQSyfH-LDmYVj0LM4tRHiJg,Shahid,21 May 2020(4),0,12,13,UGC,,cuqOG0ENofk,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,21/05/2020,21/05/2020,INV581810662,17,Mera Shyam Aa Jata,VMPL,,,,,,,,,INV581810662,,Mayank Aggarwal,Mera Shyam Aa Jata Mere Samne,SCI,1.91766E+11,,
bQYhl-GZsTs,ACTIVE,,AUDIO_MATCH,AUDIO,A622307096473356,K7KgUdH5Cqk,,UCiTYMdnFR-DyxvaHQ69Jclw,banti gamer,Free fire real characters,94,15,15,UGC,,GkzkhL_4QLs,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,26/11/2020,26/11/2020,INT502010616,23,Lambi Lambi Chori,TNDM5,,,,,,,20201110,,INT502010616|FR2X42090450,,Ashoka Deswal,Lambi Lambi Chori,Tonal Music,5.05955E+12,,
0uL940GpYGA,ACTIVE,,AUDIO_MATCH,AUDIO,A160113838962157,QrvtRLIb6qQ,,UCmMxfvLEYwkPVkGkJ03ogOg,Mani Ram,Maniram Bhaskar,3,43,43,UGC,,Y033MPAaGU8,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,19/08/2019,08/05/2019,USDCH1039717,44,Kaise Karaw Sadi,AVM,,,,,,,,,USDCH1039717,,Verendra Chaturvedi,Ye Rani O,Avmgana,6.44825E+11,,
zTR9BZiFNRg,ACTIVE,,AUDIO_MATCH,AUDIO,A135696324061512,kZ7sPkuE3a8,,UCE7yrv0kGBhR2NFRoX4c1eA,dj Amit,Raga ma raga ma dj shivendra,139,175,83,UGC,,7xtBAN5H5N8,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,22/07/2020,31/12/2019,USDCH1042464,186,Rang Ma Rang Ma Re,AVM,,,,,,,20140116,,USDCH1042464,,Dukalu Yadav,Fokat Ke Rang,K.K Cassette,6.30808E+11,,
y6YMw0jtrKw,ACTIVE,,SHORTS_IN_PRODUCT,AUDIO,A924922876833495,,,,,,,0,0,UGC,,,,S204850272788157,,,,,,,15/11/2020,,USDCH1043485,,Kamar Muchkaiye Deba Ka,YFPL,,,,,,,20200803,,USDCH1043485,,Rakesh Mishra,Kamar Muchkaiye Deba Ka,Yashi Music,6.30808E+11,,
7LD2J_2db-w,ACTIVE,,AUDIO_MATCH,AUDIO,A247270301703080,3yg6Sy298SY,,UCHXptBNLU6-fiYV5rtChBpw,Dinesh Jasaval,Dinesh. Jasaval,1,380,226,UGC,,7s8M95DVpEM,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,06/07/2016,06/07/2016,USDCH1032220,766,Tum To Pardesi Ho,NHS,,,,,,,19981113,,INS939800837|USDCH1032220,,Kavita Krishna Murthy,Mehndi,NH Studioz,6.12292E+11,,
MW8JWPZH2Zo,ACTIVE,,AUDIO_MATCH,AUDIO,A970966979300779,OGyOgnVSaUM,,UCYbVZ2f5Obn4UHyW4lR7KTA,Kolash Rishi,05-Mar-20,0,12,12,UGC,,rkQsQ-khd3Q,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,05/03/2020,05/03/2020,INV581701779,13,Aara Ke Awara,TFB,,,,,,,,,INV581701779,,"Pawan Singh, Alka Jha",Challenge,Team Film,1.91766E+11,,
_rx5nCeGdwQ,ACTIVE,,AUDIO_MATCH,AUDIO,A233074041324338,I4JlrT2_apo,,UC1VkiJlAxNprvcsvx6MLsMg,Kanhiayalal Maurya,9984270416(5),3,90,48,UGC,,i1JmqPt-4XE,,S230821660797138,INCLUDE AE AR AS AT AU AW AZ BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY KZ LB LI LK LT LU LV LY MA MC ME MF MK MP MQ MT MX MY NF NG NI NL NO NP NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SI SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW AZ BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY KZ LB LI LK LT LU LV LY MA MC ME MF MK MP MQ MT MX MY NF NG NI NL NO NP NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SI SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,EXCLUDE US,,,18/12/2019,10/10/2019,,48,JCB Se Kor Di Jawani,EOS,,,,,,,,,HKB781814259,,Khesari Lal Yadav,JCB Se Kor Di Jawani,Lotus Music Bhojpuri,3.01651E+11,,
