Content Type,Asset ID,Partner Revenue
UGC,A372801414728995,0.972163
UGC,A724018842171246,0.958384
UGC,A744198010708709,0.957253
UGC,A752475659620134,0.950669
UGC,A120495971073748,0.94768
UGC,A448551643886675,0.941507
UGC,A551143053782423,0.938538
UGC,A802894987841090,0.927314
UGC,A563679405325301,0.9075
UGC,A932264446375642,0.906335
UGC,A947770573241643,0.902307
UGC,A528422056669582,0.892342
UGC,A172687752686545,0.88826
UGC,A328946317530935,0.887891
UGC,A627061850060044,0.887306
UGC,A162731416946646,0.881945
UGC,A178164741738242,0.881942
UGC,A505595449745225,0.880443
UGC,A988691402400794,0.856462
UGC,A569831379506467,0.855536
UGC,A917488406548474,0.85294
UGC,A921104695737898,0.852083
UGC,A607715344004150,0.85082
UGC,A311043510015878,0.850788
UGC,A919422470586038,0.845121
UGC,A869889605873001,0.841666
UGC,A933035204436804,0.814295
UGC,A350783561853674,0.804426
UGC,A535837687697432,0.799715
UGC,A429940184049683,0.796759
UGC,A676117030005310,0.794066
UGC,A296417175964711,0.7936
UGC,A911518040543319,0.790009
UGC,A462206111326927,0.789042
UGC,A543728933228286,0.788391
UGC,A514909115712678,0.785286
UGC,A110762784725173,0.772689
UGC,A300775149983257,0.765703
UGC,A872220224902212,0.7627
UGC,A651704733003095,0.759767
UGC,A819261531257976,0.754044
UGC,A160282399533430,0.753896
UGC,A560807663416219,0.752649
UGC,A192002126324776,0.748702
UGC,A273181923425568,0.746717
UGC,A544208281718667,0.743434
UGC,A146696600369789,0.742093
UGC,A525837694349615,0.74153
UGC,A121044337345440,0.735032
UGC,A508718759965365,0.732273
UGC,A660763060922642,0.724922
UGC,A221210241669527,0.724802
UGC,A528825404571642,0.723775
UGC,A572961031279424,0.723754
UGC,A837367513402995,0.70589
UGC,A369827227981276,0.703321
UGC,A945426699781336,0.697634
UGC,A105439623920221,0.69046
UGC,A321183731112174,0.687439
UGC,A147042604092626,0.685529
UGC,A532642935167455,0.684515
UGC,A721701196945803,0.678893
UGC,A389830102949170,0.673238
UGC,A620238948417603,0.666713
UGC,A572525497781862,0.666607
UGC,A640509677312120,0.662417
UGC,A570916190811678,0.652356
UGC,A205827641892267,0.648145
UGC,A815869769036438,0.64336
UGC,A355050680710529,0.642457
UGC,A119150851139264,0.640243
UGC,A608767426650165,0.635246
UGC,A274269277076100,0.623904
UGC,A139842833128157,0.620643
UGC,A849974827669831,0.619954
UGC,A273173010995722,0.611791
UGC,A864615131680560,0.607122
UGC,A442158425323174,0.603147
UGC,A375326375027414,0.601213
UGC,A312715721995000,0.601146
UGC,A546058165665138,0.600509
UGC,A835726810610814,0.598013
UGC,A463631484191521,0.594263
UGC,A351145099519593,0.594058
UGC,A956331213363045,0.589861
UGC,A727111808647600,0.587005
UGC,A264530042397229,0.584176
UGC,A843710259297227,0.582687
UGC,A316043799765888,0.581779
UGC,A441376786044369,0.574987
UGC,A515926992414563,0.572886
UGC,A307573322597003,0.572853
UGC,A863003307191322,0.570198
UGC,A937017565524425,0.564522
UGC,A268582615236963,0.562657
UGC,A737062506006247,0.561516
UGC,A710977493380694,0.55877
UGC,A327531120354323,0.557103
UGC,A441783078187956,0.551055
UGC,A802382481472580,0.547405
UGC,A947519071646009,0.542184
UGC,A694448651667604,0.538836
UGC,A583617396755874,0.538834
UGC,A712503811884402,0.538826
UGC,A383908640924441,0.533156
UGC,A814490046858590,0.528938
UGC,A825898331114869,0.517238
UGC,A611213457016165,0.513696
UGC,A157808412377514,0.510466
UGC,A550267178201373,0.5071
UGC,A329017577984208,0.5048
UGC,A944749328757678,0.50461
UGC,A964418132867292,0.503353
UGC,A760917151177040,0.502829
UGC,A745532584502654,0.501439
UGC,A178158946503570,0.499126
UGC,A420342412429526,0.499121
UGC,A255667902559197,0.49772
UGC,A270231058281866,0.488907
UGC,A147173552941788,0.48211
UGC,A916286908203535,0.481898
UGC,A646782314573764,0.473101
UGC,A104199146754744,0.46781
UGC,A417432481540325,0.465097
UGC,A229881882777610,0.464845
UGC,A807299051404127,0.464536
UGC,A976041525332265,0.460465
UGC,A922489493391047,0.450457
UGC,A367761381816028,0.448482
UGC,A400465796505270,0.44577
UGC,A906759230846578,0.442411
UGC,A883940851132195,0.436715
UGC,A906379531106455,0.433311
UGC,A542328177867131,0.432948
UGC,A408072688271290,0.431343
UGC,A246523961059546,0.428484
UGC,A953283115202769,0.427939
UGC,A610892598833600,0.426865
UGC,A745141406943446,0.426317
UGC,A747759802087386,0.426313
UGC,A360837664636411,0.425395
UGC,A215751293595361,0.42539
UGC,A118386928178544,0.421993
UGC,A368610642461963,0.418849
UGC,A923118667811350,0.415404
UGC,A617112872790339,0.414572
UGC,A698528941691920,0.414051
UGC,A743410228419828,0.414039
UGC,A437909159454068,0.408363
UGC,A250746296029660,0.40473
UGC,A589802898726714,0.402609
UGC,A552001836907116,0.397369
UGC,A303870162530104,0.397024
UGC,A759527911079565,0.394711
UGC,A176136435174306,0.394291
UGC,A603991309569629,0.394068
UGC,A832786030877843,0.391657
UGC,A403081325757158,0.391355
UGC,A538670197112886,0.390492
UGC,A132296621563679,0.389047
UGC,A156995549075448,0.388141
UGC,A543739518507845,0.385678
UGC,A473348439331822,0.383904
UGC,A761393197070582,0.380023
UGC,A566397242272448,0.380016
UGC,A350451936457679,0.377705
UGC,A872095327371931,0.375497
UGC,A765937258017669,0.370945
UGC,A528853253558809,0.369829
UGC,A804552693528277,0.368674
UGC,A668231508259722,0.368671
UGC,A942287545208796,0.368011
UGC,A936291182599249,0.367875
UGC,A268612342768218,0.364795
UGC,A746885412415845,0.362283
UGC,A513947272154906,0.358688
UGC,A741843384004466,0.357325
UGC,A854069051428682,0.355356
UGC,A400191558003830,0.352965
UGC,A739366989494443,0.351661
UGC,A719159604165071,0.351549
UGC,A579593851373659,0.350218
UGC,A224852010489405,0.348648
UGC,A290585726097073,0.347272
UGC,A966364836024383,0.345987
UGC,A329445376163646,0.345985
UGC,A514762396961626,0.34598
UGC,A814488573188920,0.344979
UGC,A750563357366882,0.340883
UGC,A920042338752961,0.340806
UGC,A844916260376480,0.338646
UGC,A311723334005850,0.336983
UGC,A447550077348505,0.336258
UGC,A636272219583576,0.334646
UGC,A466451601173026,0.334646
UGC,A593107927686411,0.334641
UGC,A204103155558443,0.332018
UGC,A741310740730039,0.331692
UGC,A133731694113264,0.330522
UGC,A575075925942857,0.329814
UGC,A925737995973918,0.328352
UGC,A219098587557705,0.32781
UGC,A652747763279431,0.327316
UGC,A485151657387017,0.323302
UGC,A321445285344108,0.3233
UGC,A572149349133982,0.323298
UGC,A923803236862512,0.323291
UGC,A107855457032348,0.323013
UGC,A537755754333181,0.322145
UGC,A817692787876640,0.319217
UGC,A251200681233182,0.318538
UGC,A170836363748442,0.31763
UGC,A462177757674787,0.317629
UGC,A105037950865408,0.316268
UGC,A502933359066205,0.314027
UGC,A465833853857561,0.313252
UGC,A868198798847439,0.312437
UGC,A385703004966399,0.307591
UGC,A618044002978089,0.306284
UGC,A240540747478676,0.305978
UGC,A429387852782160,0.305601
UGC,A969939321788288,0.304015
UGC,A377632162489255,0.303713
UGC,A234843615987132,0.303221
UGC,A136057693346285,0.300616
UGC,A298481349666606,0.300612
UGC,A414163620307713,0.296627
UGC,A800695686054218,0.296179
UGC,A296290935977157,0.29494
UGC,A634444323940748,0.289814
UGC,A808959410946270,0.289702
UGC,A140119630963272,0.28823
UGC,A461083637527108,0.284632
UGC,A968355522641841,0.283597
UGC,A912060719173893,0.283586
UGC,A609065127272306,0.282434
UGC,A551090240787638,0.28002
UGC,A650291902645445,0.277925
UGC,A191887605928956,0.272245
UGC,A417103865400095,0.270155
UGC,A852225854544268,0.26973
UGC,A284014476640067,0.267615
UGC,A487116030037851,0.266583
UGC,A518884233963968,0.266569
UGC,A434666440286826,0.264822
UGC,A566814520510560,0.264264
UGC,A622470417838990,0.263797
UGC,A555925277968191,0.262402
UGC,A958497173210065,0.260909
UGC,A277469524153928,0.260598
UGC,A212833544760280,0.260028
UGC,A915978228433493,0.259687
UGC,A110463304753428,0.255237
UGC,A129478940556419,0.255236
UGC,A949677391763769,0.255232
UGC,A828025285209391,0.253959
UGC,A714077120175765,0.251328
UGC,A950228128988852,0.249835
UGC,A672107394733164,0.249561
UGC,A567371731802164,0.248153
UGC,A261367247992746,0.247246
UGC,A464780963656410,0.247013
UGC,A817848745511665,0.244986
UGC,A353013605856892,0.243895
UGC,A542551399720873,0.24304
UGC,A341709027625779,0.239261
UGC,A110426000792566,0.238224
UGC,A967223236640566,0.238223
UGC,A830755903774097,0.238215
UGC,A502531858204554,0.236931
UGC,A902483893182078,0.232544
UGC,A609633428914453,0.232543
UGC,A436467330223082,0.230843
UGC,A252425067366642,0.22926
UGC,A100906331302681,0.226876
UGC,A203508742111405,0.223813
UGC,A311302056356742,0.222137
UGC,A996234383499942,0.221204
UGC,A143762380884580,0.217024
UGC,A129012588590806,0.216277
UGC,A392702236471505,0.215532
UGC,A406077573507322,0.215526
UGC,A466696473003087,0.214957
UGC,A621938565249877,0.214957
UGC,A221767561508113,0.213215
UGC,A340848458419540,0.210567
UGC,A939516132298451,0.208489
UGC,A828757716463353,0.207903
UGC,A736673286659810,0.206615
UGC,A310780181568757,0.20419
UGC,A608146058479112,0.204186
UGC,A750595767584510,0.201416
UGC,A927267206652944,0.199364
UGC,A895123755372634,0.198519
UGC,A356661526477944,0.198515
UGC,A820728560037858,0.197179
UGC,A621723362641152,0.197088
UGC,A769879233455508,0.193545
UGC,A207059108829033,0.192838
UGC,A845790942947536,0.192831
UGC,A528860806514898,0.190108
UGC,A449588180736364,0.187174
UGC,A777491905999029,0.187173
UGC,A928245918257113,0.185377
UGC,A229041614398369,0.181936
UGC,A724813059544915,0.181677
UGC,A472281915117985,0.181501
UGC,A937262008384882,0.181498
UGC,A842667158272051,0.180787
UGC,A674189037388507,0.17906
UGC,A348525362269374,0.175831
UGC,A162277307743907,0.17583
UGC,A271384684997042,0.175826
UGC,A703042164332453,0.175825
UGC,A166464672855983,0.175111
UGC,A517657550745120,0.174786
UGC,A712818434609628,0.172873
UGC,A676712786495381,0.172049
UGC,A107717919731303,0.171663
UGC,A315319609596813,0.171591
UGC,A204972421750345,0.171171
UGC,A800758069929336,0.170736
UGC,A896709110437760,0.170159
UGC,A665802200121669,0.170156
UGC,A906198617146383,0.170154
UGC,A463945589026857,0.170153
UGC,A154887794178339,0.170152
UGC,A833806610199508,0.16928
UGC,A197559891227788,0.167864
UGC,A359201608396625,0.167745
UGC,A110095756625221,0.166118
UGC,A346370813981083,0.165458
UGC,A907466109599558,0.164488
UGC,A853160736578975,0.164485
UGC,A743642920574651,0.164484
UGC,A519618899303656,0.16321
UGC,A569111852467737,0.16217
UGC,A763763783119833,0.160432
UGC,A806499695239466,0.158816
UGC,A823389838047787,0.158815
UGC,A212583852302496,0.158813
UGC,A250688025163476,0.158813
UGC,A947170446517314,0.158649
UGC,A361672417997327,0.158189
UGC,A677854422196161,0.157628
UGC,A159915009662510,0.155748
UGC,A907607391040733,0.155462
UGC,A267356616121122,0.154646
UGC,A493618571359920,0.154152
UGC,A113917714681187,0.153144
UGC,A918945918048989,0.153143
UGC,A457256640774909,0.153142
UGC,A657804352267450,0.152128
UGC,A742185882204635,0.150754
UGC,A875374319299155,0.149309
UGC,A960306228763225,0.147471
UGC,A699247455030355,0.147471
UGC,A153491531167206,0.14747
UGC,A716567272080195,0.14747
UGC,A971130997869052,0.147468
UGC,A381374967213020,0.147468
UGC,A706873439184753,0.147467
UGC,A257140396861033,0.147464
UGC,A162833348797315,0.146203
UGC,A959300729329373,0.145648
UGC,A461534843502638,0.145457
UGC,A264356683428994,0.145156
UGC,A637796622209710,0.145144
UGC,A564794226304472,0.142476
UGC,A227628162707870,0.142206
UGC,A277717392019640,0.142116
UGC,A959518881682720,0.142089
UGC,A661886118992826,0.1418
UGC,A509650522211363,0.1418
UGC,A898339704414610,0.141796
UGC,A756122817907288,0.138679
UGC,A410322334666676,0.138533
UGC,A377605235965249,0.137432
UGC,A753863649170963,0.137238
UGC,A743299451602373,0.136666
UGC,A876321320864319,0.136584
UGC,A158508974261890,0.136128
UGC,A241810506000066,0.136123
UGC,A164286680209451,0.135716
UGC,A575158380748005,0.13519
UGC,A595488415874711,0.133812
UGC,A671909818201880,0.133684
UGC,A846682036234614,0.132335
UGC,A155238681762359,0.131687
UGC,A965258186582605,0.131182
UGC,A259466162571178,0.130456
UGC,A195437729875652,0.130456
UGC,A327750897396801,0.130454
UGC,A998286336850106,0.130446
UGC,A988680881800407,0.130296
UGC,A468708881448837,0.127329
UGC,A465455721378231,0.124784
UGC,A968267410753366,0.124783
UGC,A358805758500283,0.124782
UGC,A631102524723062,0.124782
UGC,A302914578738680,0.124781
UGC,A879300102001550,0.12478
UGC,A343935696599096,0.123451
UGC,A521534958805080,0.119891
UGC,A632063127834329,0.119188
UGC,A298564440041666,0.119112
UGC,A634169375630151,0.119112
UGC,A681440532699308,0.119111
UGC,A403448587422743,0.11911
UGC,A475024317592709,0.11911
UGC,A524254196422493,0.119109
UGC,A546456524537064,0.119108
UGC,A563505034961631,0.11739
UGC,A416852764575894,0.117378
UGC,A251897930944718,0.116824
UGC,A968243227500727,0.11656
UGC,A971266753993277,0.116413
UGC,A893213551829538,0.114346
UGC,A209145670441235,0.11344
UGC,A351661839734692,0.11344
UGC,A803296616957108,0.113439
UGC,A307418893941520,0.113439
UGC,A378443777899681,0.113433
UGC,A240788951843247,0.112188
UGC,A405221737887654,0.112041
UGC,A227781725230242,0.110665
UGC,A432451649917418,0.110522
UGC,A417803550626237,0.10932
UGC,A352252193678360,0.108808
UGC,A756649420611305,0.108636
UGC,A361618564032002,0.107768
UGC,A603784075633503,0.107768
UGC,A476156428300258,0.107766
UGC,A431885808917701,0.103569
UGC,A748242289716226,0.103569
UGC,A233592887522811,0.103569
UGC,A317245731886906,0.103562
UGC,A828463316605266,0.1034
UGC,A887773086472917,0.103399
UGC,A877310666369716,0.10336
UGC,A204273335738790,0.102096
UGC,A889431315050007,0.102095
UGC,A422281662152793,0.102093
UGC,A151389428451412,0.101296
UGC,A978036212557290,0.101082
UGC,A550963167781118,0.101082
UGC,A570202853193207,0.100693
UGC,A177457665364306,0.099777
UGC,A277449546982363,0.099203
UGC,A246374206776624,0.097026
UGC,A360442532621627,0.096761
UGC,A566496097961789,0.096423
UGC,A244229514624597,0.096422
UGC,A228203210391740,0.096421
UGC,A748722620650406,0.096415
UGC,A531735398679920,0.096187
UGC,A353851068218296,0.095966
UGC,A319109432316150,0.095965
UGC,A358023627254637,0.094692
UGC,A156972603181918,0.094626
UGC,A643190664626274,0.094515
UGC,A256885102150354,0.094108
UGC,A639086142352495,0.09336
UGC,A366200016505077,0.093003
UGC,A540632090004618,0.092128
UGC,A997236413111577,0.090752
UGC,A536676594300326,0.09075
UGC,A953007932850534,0.09007
UGC,A134648847841761,0.090021
UGC,A921857396244835,0.089069
UGC,A736606466444020,0.087702
UGC,A538369358155148,0.087182
UGC,A328087972471389,0.086384
UGC,A907137042627009,0.086381
UGC,A821512649481402,0.085955
UGC,A953972911387589,0.085833
UGC,A275169251813944,0.08508
UGC,A595594450389064,0.085079
UGC,A401898182889952,0.085078
UGC,A959131923305784,0.085076
UGC,A933480907447653,0.084916
UGC,A785346618258800,0.084844
UGC,A806793864963551,0.084066
UGC,A406873704215152,0.083541
UGC,A448847305698227,0.083056
UGC,A945260572614580,0.082631
UGC,A763862402228741,0.082167
UGC,A372989721924309,0.081522
UGC,A438644936530705,0.079408
UGC,A232157628010066,0.079407
UGC,A698165215456692,0.079407
UGC,A633787166335006,0.079406
UGC,A364983519421159,0.079405
UGC,A231740002631649,0.078516
UGC,A561495890703783,0.077453
UGC,A541633927006659,0.077033
UGC,A365867010771086,0.076002
UGC,A401360611300486,0.074876
UGC,A669672302131083,0.073794
UGC,A228917614269265,0.073735
UGC,A860585570231486,0.073734
UGC,A657485124356470,0.073732
UGC,A439469268675521,0.072723
UGC,A269257095704305,0.070668
UGC,A329489561703178,0.069178
UGC,A312307644906497,0.069104
UGC,A115583465749505,0.068464
UGC,A342855306271018,0.068431
UGC,A463101428178710,0.068064
UGC,A249638814620154,0.068064
UGC,A433759992562640,0.068062
UGC,A747015300199736,0.066903
UGC,A746897951117893,0.066444
UGC,A433959825024855,0.065459
UGC,A613032834987094,0.064764
UGC,A477742539987376,0.063919
UGC,A859069399810489,0.063216
UGC,A922670782463916,0.062901
UGC,A625858588232914,0.062392
UGC,A604054022112789,0.062392
UGC,A273761567323200,0.062392
UGC,A106020110410723,0.062392
UGC,A849334387679039,0.062391
UGC,A764773710246589,0.06239
UGC,A721123852367060,0.061933
UGC,A207305342739524,0.061157
UGC,A362003154353348,0.06021
UGC,A747416110861847,0.060076
UGC,A908112697179730,0.060076
UGC,A643299669564131,0.059155
UGC,A664406495047990,0.058023
UGC,A157784792441672,0.057877
UGC,A368590836113090,0.05674
UGC,A322599682106895,0.05672
UGC,A830461161878165,0.05672
UGC,A957409366395461,0.05672
UGC,A941994552381898,0.05672
UGC,A712829032211195,0.05672
UGC,A249479105817438,0.056719
UGC,A224199382429691,0.056718
UGC,A479685827857767,0.056718
UGC,A615481976289892,0.055982
UGC,A394877722590585,0.055274
UGC,A844563617158626,0.055201
UGC,A233226967817926,0.054614
UGC,A848528767166641,0.052579
UGC,A571348836409477,0.052433
UGC,A227740027340896,0.052351
UGC,A714506551458133,0.052309
UGC,A542381507450560,0.052235
UGC,A628036845697773,0.051938
UGC,A543582253621494,0.051048
UGC,A153805477838351,0.051048
UGC,A717862610177200,0.051048
UGC,A135442876123909,0.051048
UGC,A357798002799558,0.051048
UGC,A819807181625329,0.051047
UGC,A668519294715055,0.051046
UGC,A650816865974881,0.050643
UGC,A210121216354913,0.049696
UGC,A238974373839231,0.047984
UGC,A264258811719149,0.047734
UGC,A150460441446289,0.046876
