Video Claim Raw Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjustment Type,Country,Day,Video ID,Video Channel ID,Asset ID,Asset Channel ID,Asset Title,Asset Labels,Asset Type,Custom ID,ISRC,UPC,GRID,Artist,Album,Label,Claim Type,Content Type,Offer,Owned Views,Monetized Views : Audio,Monetized Views : Audio Visual,Monetized Views,YouTube Revenue Split,Partner Revenue : Pro Rata,Partner Revenue : Per Sub Min,Partner Revenue
None,AE,20210201,TVmiVucWGdI,SmW1fq8GAiWsupqHE6rr8w,A502870529648166,,Kasoor Ki Hai Mera,VCOI,Sound Recording,INV772001002,INV772001002,6.30808E+11,,"Vineet Gaba, Arjun Sharma",Kasoor Ki Hai Mera,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00052,0.000286,0.000615,0.000615
None,AE,20210201,TVmiVucWGdI,SmW1fq8GAiWsupqHE6rr8w,A672902708669822,,Pyar Naal Rakhein,VCOI,Sound Recording,INV772001005,INV772001005,6.30808E+11,,"Aalam Singh, Arjun Sharma",Pyar Naal Rakhein,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00052,0.000286,0.000615,0.000615
None,AE,20210201,ToZ5sx94f6U,fTI5lru47DViSEe_G6D25Q,A375808995321300,,Mera Esa Button Dabade,"CC_EXCLUSION_DISTRIBUTOR_ONLY,RIC",Sound Recording,USDCH1033242,USDCH1033242,6.12292E+11,,Various Artists,Foja Amritsaria,T.R.C. Studios,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.001233,0.000679,0.001461,0.001461
None,AE,20210201,Ts88BvMvi1w,Qdajx1HNSnUy-pGhLDRCtg,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00052,0.000286,0.000615,0.000615
None,AE,20210201,TuewKUGxk_M,WG3OZsEuso7ZFgF03vPd1w,A142123695714123,WG3OZsEuso7ZFgF03vPd1w,Qawwali Mera Peer Hain Allah Wala | Zaheer Miyan | Teena Audio,VMPL,Music Video,TuewKUGxk_M,,,,,,,Audio-Visual,Partner-provided,YouTube Premium Family monthly,1,0,1,1,0.006742,0.003709,0.008046,0.008046
None,AE,20210201,UEIxKnCn6Z8,cbvrBrRkm_oYcv3lJLQr_A,A244244887435130,,Purani Ishq Kahani,VCOI,Sound Recording,INV772001014,INV772001014,6.16968E+11,,Vikram Kohlewala,Purani Ishq Kahani,Jhankar Musicals Studio,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.000353,0.000195,0.000419,0.000419
None,AE,20210201,UEIxKnCn6Z8,cbvrBrRkm_oYcv3lJLQr_A,A363227030162678,,Rabbaa Main Kya Karoon,VCOI,Sound Recording,INV772001003,INV772001003,6.30808E+11,,"Dev Chugh, Arjun Sharma",Rabbaa Main Kya Karoon,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.000353,0.000195,0.000419,0.000419
None,AE,20210201,UEIxKnCn6Z8,cbvrBrRkm_oYcv3lJLQr_A,A788316635509180,,Ab Nahi Lagna,VCOI,Sound Recording,INV772001015,INV772001015,6.16968E+11,,Nikhil Mittal,Ab Nahi Lagna,Jhankar Musicals Studio,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.000353,0.000195,0.000419,0.000419
None,AE,20210201,UEIxKnCn6Z8,cbvrBrRkm_oYcv3lJLQr_A,A923443058869090,,Ek Request,VCOI,Sound Recording,INV772001016,INV772001016,6.16968E+11,,SK Chalia,Ek Request,Jhankar Musicals Studio,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.000353,0.000195,0.000419,0.000419
None,AE,20210201,UEIxKnCn6Z8,cbvrBrRkm_oYcv3lJLQr_A,A990519850667017,,Yaara Ve Yaara,VCOI,Sound Recording,INV772001004,INV772001004,6.30808E+11,,"Vineet Gaba, Arjun Sharma",Yaara Ve Yaara,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.000353,0.000195,0.000419,0.000419
None,AE,20210201,Uh5ZZxhUyFk,NqzD2Rdtj900XrL7M-yhAA,A566274940030865,NqzD2Rdtj900XrL7M-yhAA,YAHA WAHA JAHA TAHA-2 || KAVI PRADEEP || ASHISH KUMAR & KANAN KAUSHAL || JAI SANTOSHI MAA,TNDM,Music Video,Uh5ZZxhUyFk,,,,,,,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,1,0,1,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,Uy52ziVwr8Q,fsZ89oTD7mxkF6aiuLXk0g,A261684340929785,,Curiousity Freedom Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001007,INV772001007,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.001794,0.000988,0.002126,0.002126
None,AE,20210201,Uy52ziVwr8Q,fsZ89oTD7mxkF6aiuLXk0g,A261684340929785,,Curiousity Freedom Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001007,INV772001007,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.000613,0.000338,0.000733,0.000733
None,AE,20210201,Uy52ziVwr8Q,fsZ89oTD7mxkF6aiuLXk0g,A261684340929785,,Curiousity Freedom Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001007,INV772001007,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Music Individual monthly,1,0,1,1,0.001127,0.00062,0.000652,0.000652
None,AE,20210201,Uy52ziVwr8Q,fsZ89oTD7mxkF6aiuLXk0g,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.001794,0.000988,0.002126,0.002126
None,AE,20210201,Uy52ziVwr8Q,fsZ89oTD7mxkF6aiuLXk0g,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.000613,0.000338,0.000733,0.000733
None,AE,20210201,Uy52ziVwr8Q,fsZ89oTD7mxkF6aiuLXk0g,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Music Individual monthly,1,0,1,1,0.001127,0.00062,0.000652,0.000652
None,AE,20210201,Uy52ziVwr8Q,fsZ89oTD7mxkF6aiuLXk0g,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.001794,0.000988,0.002126,0.002126
None,AE,20210201,Uy52ziVwr8Q,fsZ89oTD7mxkF6aiuLXk0g,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.000613,0.000338,0.000733,0.000733
None,AE,20210201,Uy52ziVwr8Q,fsZ89oTD7mxkF6aiuLXk0g,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Music Individual monthly,1,0,1,1,0.001127,0.00062,0.000652,0.000652
None,AE,20210201,UyvaXSQYPn8,VDKPOPmcsZuEjLVqFgQDcg,A261684340929785,,Curiousity Freedom Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001007,INV772001007,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.000548,0.000302,0.00065,0.00065
None,AE,20210201,UyvaXSQYPn8,VDKPOPmcsZuEjLVqFgQDcg,A261684340929785,,Curiousity Freedom Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001007,INV772001007,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.000375,0.000207,0.000449,0.000449
None,AE,20210201,UyvaXSQYPn8,VDKPOPmcsZuEjLVqFgQDcg,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.000548,0.000302,0.00065,0.00065
None,AE,20210201,UyvaXSQYPn8,VDKPOPmcsZuEjLVqFgQDcg,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.000375,0.000207,0.000449,0.000449
None,AE,20210201,UyvaXSQYPn8,VDKPOPmcsZuEjLVqFgQDcg,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.000548,0.000302,0.00065,0.00065
None,AE,20210201,UyvaXSQYPn8,VDKPOPmcsZuEjLVqFgQDcg,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.000375,0.000207,0.000449,0.000449
None,AE,20210201,VB3UAD1dBkQ,nVeMAz08o28YRu-HpIoI4g,A130435603995524,nVeMAz08o28YRu-HpIoI4g,Khesari Lal Yadav एवं Amrapali Dubey सुपरहिट धमाका - Marad Abhi Bachcha Ba | मरद अभी बच्चा बा,YFPL,Music Video,VB3UAD1dBkQ,,,,,,,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,2,0,2,2,0.019728,0.010852,0.023344,0.023344
None,AE,20210201,VKGW3Q1g3_4,k97k0azNvanpvrLBm1ShfQ,A450579524351227,,52 Gajh Ka Daman,VCOI,Sound Recording,INV772001001,INV772001001,6.30808E+11,,"Renuka Panwar, MJ",52 Gajh Ka Daman,Desi Records,Audio,UGC,YouTube Premium Individual monthly,2,0,2,2,0.019728,0.010852,0.023344,0.023344
None,AE,20210201,VL16t3XeLmk,Riobqc185k6vgCLKflA2QQ,A700991531840743,Riobqc185k6vgCLKflA2QQ,kawlejiya jaibo e raja ji@@,,Music Video,VL16t3XeLmk,,,,c,,,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,1,0,1,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,VPoIawaKmyw,1Ekm042kfOFJyKaTIYOVIA,A295508628392680,1Ekm042kfOFJyKaTIYOVIA,KHESARI JI HOLI JII,,Music Video,VPoIawaKmyw,,,,"Khesari Lal Yadav,Antra Singh Priyanka,Akhilesh Kashyap,Anisha Pandey",,Aadishakti Films,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,13,0,13,13,0.128232,0.070538,0.151734,0.151734
None,AE,20210201,VPoIawaKmyw,1Ekm042kfOFJyKaTIYOVIA,A295508628392680,1Ekm042kfOFJyKaTIYOVIA,KHESARI JI HOLI JII,,Music Video,VPoIawaKmyw,,,,"Khesari Lal Yadav,Antra Singh Priyanka,Akhilesh Kashyap,Anisha Pandey",,Aadishakti Films,Audio-Visual,Partner-provided,YouTube Music Family monthly,2,0,2,2,0.020568,0.011314,0.012292,0.012292
None,AE,20210201,VomI8zO4LsY,qj-7XzxhgL14RKORG1UIrw,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,2,0,2,2,0.019728,0.010852,0.023344,0.023344
None,AE,20210201,W171dJaiYhE,Hx8kg_il4w9T2uSdNRdlkA,A919422470586038,Hx8kg_il4w9T2uSdNRdlkA,WANTED : Mavi Singh (Full Song) || Latest Punjabi Song 2018 || Yaariyan Records,ERIK,Music Video,W171dJaiYhE,,,,,,,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,1,0,1,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,W171dJaiYhE,Hx8kg_il4w9T2uSdNRdlkA,A919422470586038,Hx8kg_il4w9T2uSdNRdlkA,WANTED : Mavi Singh (Full Song) || Latest Punjabi Song 2018 || Yaariyan Records,ERIK,Music Video,W171dJaiYhE,,,,,,,Audio-Visual,Partner-provided,YouTube Music Individual monthly,1,0,1,1,0.012387,0.006813,0.007165,0.007165
None,AE,20210201,W1DqR-gODcA,RweTyEAPxpSFZLu7vZKRjA,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,WHtbacJO3po,y9Td1yEiJxbK2AljjAvZFw,A363227030162678,,Rabbaa Main Kya Karoon,VCOI,Sound Recording,INV772001003,INV772001003,6.30808E+11,,"Dev Chugh, Arjun Sharma",Rabbaa Main Kya Karoon,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00052,0.000286,0.000615,0.000615
None,AE,20210201,WHtbacJO3po,y9Td1yEiJxbK2AljjAvZFw,A502870529648166,,Kasoor Ki Hai Mera,VCOI,Sound Recording,INV772001002,INV772001002,6.30808E+11,,"Vineet Gaba, Arjun Sharma",Kasoor Ki Hai Mera,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00052,0.000286,0.000615,0.000615
None,AE,20210201,WSkdojHTVio,1Ekm042kfOFJyKaTIYOVIA,A518233798897468,1Ekm042kfOFJyKaTIYOVIA,VIdhayaki Ke Chunav   Khesari Lal Yadav,AADI,Music Video,WSkdojHTVio,,,,khesari lal,,,Audio-Visual,Partner-provided,YouTube Music Individual monthly,1,0,1,1,0.012387,0.006813,0.007165,0.007165
None,AE,20210201,WaP8tgo6qBg,HfgIWh6E52rpOs0wmA7j2Q,A450579524351227,,52 Gajh Ka Daman,VCOI,Sound Recording,INV772001001,INV772001001,6.30808E+11,,"Renuka Panwar, MJ",52 Gajh Ka Daman,Desi Records,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.000519,0.000286,0.00062,0.00062
None,AE,20210201,WaP8tgo6qBg,HfgIWh6E52rpOs0wmA7j2Q,A502870529648166,,Kasoor Ki Hai Mera,VCOI,Sound Recording,INV772001002,INV772001002,6.30808E+11,,"Vineet Gaba, Arjun Sharma",Kasoor Ki Hai Mera,Desi Records,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.000519,0.000286,0.00062,0.00062
None,AE,20210201,WaP8tgo6qBg,HfgIWh6E52rpOs0wmA7j2Q,A603177631890547,,Eye Liner,VCOI,Sound Recording,INV772001017,INV772001017,6.16968E+11,,Harsh Virk,Eye Liner,Jhankar Musicals Studio,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.000519,0.000286,0.00062,0.00062
None,AE,20210201,WpbLR4PE6u0,Pxh8XbrczlY42mg6EtVTBg,A392447938909905,Pxh8XbrczlY42mg6EtVTBg,PALTINA SAKHI,VMPL,Music Video,WpbLR4PE6u0,,,,VIKASH RAJA,,RIYA FILMS,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,1,1,0,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,WyTbV767iTY,Ifzoj7xgowx1JaYnixiSHQ,A423714197264269,Ifzoj7xgowx1JaYnixiSHQ,#Rakesh Mishra का रोमांस भरा स्पेशल #VIDEO SONG - परदा गिरा के पिया- Hit Bhojpuri Song 2020,YFPL,Music Video,WyTbV767iTY,,,,rakesh mishra,,,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,1,0,1,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,X9zrXfzFbhE,byKV7K3VIszzFBXqzF7Bew,A141176129498698,,Free Hope On Earth,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001010,INV772001010,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,1,0,1,0.001794,0.000988,0.002126,0.002126
None,AE,20210201,X9zrXfzFbhE,byKV7K3VIszzFBXqzF7Bew,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,1,0,1,0.001794,0.000988,0.002126,0.002126
None,AE,20210201,X9zrXfzFbhE,byKV7K3VIszzFBXqzF7Bew,A664950607101502,,Green Dancing Flowers,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001009,INV772001009,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,1,0,1,0.001794,0.000988,0.002126,0.002126
None,AE,20210201,X9zrXfzFbhE,byKV7K3VIszzFBXqzF7Bew,A740773301887995,,Fire Lava Sunshine,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001013,INV772001013,6.16968E+11,,Loplay,Loplay Music Life,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,1,0,1,0.001794,0.000988,0.002126,0.002126
None,AE,20210201,X9zrXfzFbhE,byKV7K3VIszzFBXqzF7Bew,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,1,0,1,0.001794,0.000988,0.002126,0.002126
None,AE,20210201,XiURePOItZo,y9Td1yEiJxbK2AljjAvZFw,A363227030162678,,Rabbaa Main Kya Karoon,VCOI,Sound Recording,INV772001003,INV772001003,6.30808E+11,,"Dev Chugh, Arjun Sharma",Rabbaa Main Kya Karoon,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00047,0.000259,0.000557,0.000557
None,AE,20210201,XiURePOItZo,y9Td1yEiJxbK2AljjAvZFw,A450579524351227,,52 Gajh Ka Daman,VCOI,Sound Recording,INV772001001,INV772001001,6.30808E+11,,"Renuka Panwar, MJ",52 Gajh Ka Daman,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00047,0.000259,0.000557,0.000557
None,AE,20210201,XiURePOItZo,y9Td1yEiJxbK2AljjAvZFw,A502870529648166,,Kasoor Ki Hai Mera,VCOI,Sound Recording,INV772001002,INV772001002,6.30808E+11,,"Vineet Gaba, Arjun Sharma",Kasoor Ki Hai Mera,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00047,0.000259,0.000557,0.000557
None,AE,20210201,XiURePOItZo,y9Td1yEiJxbK2AljjAvZFw,A672902708669822,,Pyar Naal Rakhein,VCOI,Sound Recording,INV772001005,INV772001005,6.30808E+11,,"Aalam Singh, Arjun Sharma",Pyar Naal Rakhein,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00047,0.000259,0.000557,0.000557
None,AE,20210201,Xns_GoDBj70,zaMfilPO7S9_gyxoOnfd2w,A141176129498698,,Free Hope On Earth,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001010,INV772001010,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,_CYDD_GOJ4I,1Ekm042kfOFJyKaTIYOVIA,A120795187810703,1Ekm042kfOFJyKaTIYOVIA,Khesari Ji Holi Jindabaad,AADI,Music Video,_CYDD_GOJ4I,,,,,,,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,2,0,2,2,0.019728,0.010852,0.023344,0.023344
None,AE,20210201,_CYDD_GOJ4I,1Ekm042kfOFJyKaTIYOVIA,A120795187810703,1Ekm042kfOFJyKaTIYOVIA,Khesari Ji Holi Jindabaad,AADI,Music Video,_CYDD_GOJ4I,,,,,,,Audio-Visual,Partner-provided,YouTube Music Individual monthly,1,1,0,1,0.012387,0.006813,0.007165,0.007165
None,AE,20210201,_NkqCE9hiIM,sq42z9v1aeSloqbMey368A,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,8,1,7,8,0.07398,0.040695,0.087539,0.087539
None,AE,20210201,_NkqCE9hiIM,sq42z9v1aeSloqbMey368A,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Family monthly,1,1,0,1,0.003371,0.001855,0.004024,0.004024
None,AE,20210201,_NkqCE9hiIM,sq42z9v1aeSloqbMey368A,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Music Individual monthly,2,1,1,2,0.012388,0.006814,0.007166,0.007166
None,AE,20210201,_NkqCE9hiIM,sq42z9v1aeSloqbMey368A,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Music Family monthly,1,0,1,1,0.005142,0.002829,0.003073,0.003073
None,AE,20210201,_RdcevZrgRY,OncKNC2jh0Khic-qx14Daw,A664950607101502,,Green Dancing Flowers,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001009,INV772001009,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.003371,0.001855,0.004024,0.004024
None,AE,20210201,_grYVTmWJgg,qFEWjqjJNuAQJWzc6qA7tQ,A447685842563815,qFEWjqjJNuAQJWzc6qA7tQ,Rudram,AOL,Art Track,INS641200926,INS641200926,7.11099E+11,,ART OF LIVING ASHRAM PANDIT,,The Art Of Living,Audio-Visual,Partner-provided,YouTube Music Family monthly,1,0,1,1,0.010284,0.005657,0.006146,0.006146
None,AE,20210201,_kSB6sJcuXw,6BAOxlWFZ-gQoDs7ecxYGw,A455456891120073,,Om Namo Bhagvate,AOL,Sound Recording,INS641200261,INS641200261,7.11099E+11,,SAHIL JAGTIANI,COSMIC CELEBRATION,The Art Of Living,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,_tz8rrAmG-8,pB5WRMFsakyObwCjqfgSXA,A950563331674291,pB5WRMFsakyObwCjqfgSXA,LIVE : मंगलवार भक्त्ति - सुबह इस वंदना को सुनने से हनुमानजी प्रसन्न होकर सभी मनोकामनाएं पूर्ण करते ह,,Music Video,_tz8rrAmG-8,,,,,,,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,1,0,1,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,aKWsY1mi9ts,Hj692OyZKx5VI3secNvdzg,A363227030162678,,Rabbaa Main Kya Karoon,VCOI,Sound Recording,INV772001003,INV772001003,6.30808E+11,,"Dev Chugh, Arjun Sharma",Rabbaa Main Kya Karoon,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00188,0.001036,0.002228,0.002228
None,AE,20210201,aKWsY1mi9ts,Hj692OyZKx5VI3secNvdzg,A502870529648166,,Kasoor Ki Hai Mera,VCOI,Sound Recording,INV772001002,INV772001002,6.30808E+11,,"Vineet Gaba, Arjun Sharma",Kasoor Ki Hai Mera,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00188,0.001036,0.002228,0.002228
None,AE,20210201,aKWsY1mi9ts,Hj692OyZKx5VI3secNvdzg,A672902708669822,,Pyar Naal Rakhein,VCOI,Sound Recording,INV772001005,INV772001005,6.30808E+11,,"Aalam Singh, Arjun Sharma",Pyar Naal Rakhein,Desi Records,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.00188,0.001036,0.002228,0.002228
None,AE,20210201,aVuV_Una04E,qj-7XzxhgL14RKORG1UIrw,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,abSnVXFTGIY,zSsCj4nCBWr9JWIV0acfsg,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Family monthly,1,0,1,1,0.000843,0.000464,0.001007,0.001007
None,AE,20210201,acJw2nHIN0k,i1CMcQ6FZ-4roRcJXzQIOQ,A626353037027333,,Ultrabeam Instinct,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001011,INV772001011,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,1,0,1,1,0.004932,0.002713,0.005836,0.005836
None,AE,20210201,avDh4v6bJBU,MJ6gBzIHz4Nu_kODIJmD6g,A869418011642331,,Midnight Wonder Superstar,"CC_EXCLUSION_DISTRIBUTOR_ONLY,VCOI",Sound Recording,INV772001006,INV772001006,6.16968E+11,,Loplay,,Loplay Music Life,Audio,UGC,YouTube Premium Individual monthly,8,5,3,8,0.078909,0.043401,0.093359,0.093359
None,AE,20210201,avgPg-ApZ3Y,kvdB8m06RfpyvqaiVAJ3dA,A432714447383690,kvdB8m06RfpyvqaiVAJ3dA,#दिपक_दीवाना || सबसे जबरजस्त सैड सांग ||    रब जाने का होइ जब जान जुदा होइ 2020 का हिट बेवफाई सांग,,Music Video,avgPg-ApZ3Y,,,,,,,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,1,0,1,1,0.009864,0.005426,0.011672,0.011672
None,AE,20210201,b-iRKjeYzco,xfQwcZcgxsCctSFnIRn_4A,A518857839577497,xfQwcZcgxsCctSFnIRn_4A,Care Na Kare - Geeta Zaildar ft. Sultaan | Official Video Song | Running Horses Music,TNDM,Music Video,b-iRKjeYzco,,,,,,,Audio-Visual,Partner-provided,YouTube Premium Individual monthly,7,1,6,7,0.069048,0.037982,0.081702,0.081702
